,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,tenure-grp,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,SeniorCitizen_0,SeniorCitizen_1,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1423,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,101.1,1504.05,1,13 - 24,0,1,0,1,1,0,1,0,0,0,1,0
1424,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.95,936.7,0,37 - 48,1,0,1,0,0,1,1,0,0,0,0,1
1425,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,74.15,741.4,0,1-12,0,1,0,1,1,0,1,0,0,0,1,0
1426,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,92,6585.2,0,61 - 72,0,1,0,1,1,0,0,1,0,0,1,0
1427,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,73.85,3122.4,0,37 - 48,0,1,1,0,1,0,0,1,0,0,1,0
1428,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,50.45,50.45,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
1429,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,24.45,1088.25,0,37 - 48,0,1,0,1,0,1,1,0,0,0,0,1
1430,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,24.8,615.35,0,13 - 24,1,0,1,0,1,0,1,0,0,1,0,0
1431,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,64.85,2908.2,0,37 - 48,1,0,0,1,1,0,1,0,1,0,0,0
1432,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.75,739.9,0,25 - 36,0,1,1,0,1,0,1,0,1,0,0,0
1433,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,68.95,593.85,0,1-12,0,1,0,1,1,0,1,0,0,0,0,1
1434,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,99.95,1132.75,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
1435,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,109.4,7227.45,0,61 - 72,1,0,0,1,1,0,0,1,0,1,0,0
1436,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,91.4,193.6,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
1437,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,49,1291.35,0,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
1438,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,50.25,2023.55,0,37 - 48,1,0,1,0,1,0,1,0,0,0,0,1
1439,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,75.55,349.65,1,1-12,1,0,1,0,1,0,0,1,0,1,0,0
1440,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.9,153.95,0,1-12,0,1,0,1,0,1,1,0,0,1,0,0
1441,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,97.8,5458.8,0,49 - 60,1,0,0,1,1,0,0,1,1,0,0,0
1442,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,100.3,5244.45,0,49 - 60,1,0,0,1,0,1,1,0,0,0,1,0
1443,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,55.8,154.55,0,1-12,0,1,0,1,1,0,1,0,0,0,0,1
1444,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,111.15,4507.15,0,37 - 48,0,1,1,0,0,1,1,0,0,0,1,0
1445,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,98.55,2031.95,0,13 - 24,0,1,1,0,1,0,1,0,0,0,0,1
1446,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,50.05,50.05,0,1-12,0,1,1,0,0,1,1,0,0,0,1,0
1447,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,80.8,332.45,1,1-12,0,1,1,0,0,1,1,0,0,1,0,0
1448,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.85,473.9,0,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
1449,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.5,106.8,0,1-12,1,0,1,0,1,0,0,1,1,0,0,0
1450,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.35,152.6,0,1-12,0,1,0,1,0,1,1,0,0,0,0,1
1451,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,69.5,1199.4,0,13 - 24,0,1,1,0,1,0,1,0,0,0,0,1
1452,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,48.8,2555.05,0,49 - 60,0,1,1,0,1,0,0,1,0,1,0,0
1453,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,94.5,2979.2,0,25 - 36,0,1,1,0,1,0,1,0,0,0,1,0
1454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.65,654.85,0,25 - 36,0,1,0,1,0,1,1,0,0,0,0,1
1455,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,106.05,3834.4,0,25 - 36,1,0,0,1,1,0,1,0,0,1,0,0
1456,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,100,1534.75,1,13 - 24,1,0,0,1,1,0,1,0,0,0,1,0
1457,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,108.3,4586.15,0,37 - 48,0,1,0,1,1,0,1,0,0,0,1,0
1458,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.55,20.55,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
1459,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,99.65,5941.05,0,49 - 60,1,0,1,0,1,0,1,0,0,0,1,0
1460,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,85.3,424.15,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
1461,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,95.9,2234.95,0,13 - 24,0,1,0,1,1,0,1,0,0,1,0,0
1462,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20,666.75,0,25 - 36,0,1,0,1,1,0,1,0,0,0,0,1
1463,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,70.4,281,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
1464,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,64.95,547.8,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
1465,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,74.6,74.6,0,1-12,0,1,0,1,0,1,1,0,0,1,0,0
1466,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,49.2,571.15,0,1-12,0,1,0,1,0,1,1,0,0,0,1,0
1467,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,73.75,1756.6,0,13 - 24,1,0,1,0,1,0,1,0,0,0,0,1
1468,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,92.3,5731.45,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
1469,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,98.8,3475.55,1,37 - 48,0,1,1,0,1,0,1,0,1,0,0,0
1470,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.2,156.85,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
1471,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,88.65,2683.2,0,25 - 36,0,1,0,1,1,0,1,0,0,1,0,0
1472,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.4,896.75,1,13 - 24,0,1,0,1,0,1,1,0,0,1,0,0
1473,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,98.75,2407.3,1,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
1474,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,95.95,4456.65,0,37 - 48,0,1,0,1,0,1,1,0,1,0,0,0
1475,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,105.4,6998.95,0,61 - 72,1,0,0,1,1,0,0,1,0,1,0,0
1476,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.25,36.8,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
1477,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,106,6547.7,1,61 - 72,0,1,0,1,0,1,1,0,0,0,1,0
1478,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,104.7,4346.4,1,37 - 48,0,1,1,0,1,0,1,0,0,0,1,0
1479,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,49.05,2265,0,37 - 48,1,0,1,0,1,0,1,0,0,0,1,0
1480,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,35.55,1309.15,0,37 - 48,0,1,1,0,1,0,1,0,0,0,0,1
1481,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,65.1,4754.3,0,61 - 72,0,1,0,1,0,1,1,0,0,1,0,0
1482,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,96.85,1235.55,0,13 - 24,1,0,1,0,1,0,0,1,0,0,1,0
1483,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,69.75,3562.5,0,49 - 60,1,0,0,1,0,1,1,0,0,1,0,0
1484,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,99.2,7213.75,0,61 - 72,1,0,0,1,1,0,0,1,0,0,1,0
1485,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,96.7,2082.95,1,13 - 24,0,1,1,0,1,0,0,1,0,0,1,0
1486,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,55.05,102.75,1,1-12,1,0,1,0,1,0,1,0,0,1,0,0
1487,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,106.8,5914.4,0,49 - 60,1,0,1,0,1,0,1,0,0,0,1,0
1488,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,51.25,51.25,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
1489,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,57.75,1282.85,0,13 - 24,1,0,0,1,0,1,1,0,0,0,0,1
1490,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,70.85,4738.85,0,61 - 72,1,0,0,1,1,0,0,1,1,0,0,0
1491,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.55,19.55,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
1492,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,88.2,1775.8,1,13 - 24,0,1,1,0,1,0,0,1,0,0,1,0
1493,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,79.5,795.65,0,1-12,0,1,1,0,1,0,1,0,1,0,0,0
1494,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,19.75,145,1,1-12,1,0,0,1,0,1,1,0,0,0,0,1
1495,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,98.15,4993.4,0,49 - 60,1,0,0,1,0,1,1,0,1,0,0,0
1496,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.25,61.45,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
1497,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,79.15,4018.55,0,49 - 60,1,0,0,1,0,1,1,0,1,0,0,0
1498,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,75.65,1146.65,1,13 - 24,0,1,1,0,1,0,0,1,0,0,1,0
1499,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,94.25,6081.4,0,61 - 72,0,1,0,1,1,0,0,1,0,0,1,0
1500,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,40.2,1478.85,0,37 - 48,1,0,1,0,1,0,1,0,0,1,0,0
1501,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.95,243.65,0,13 - 24,0,1,1,0,1,0,1,0,0,0,0,1
1502,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,55.35,2633.95,0,49 - 60,0,1,0,1,1,0,1,0,0,0,1,0
1503,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,102.15,4735.35,0,37 - 48,1,0,1,0,1,0,0,1,1,0,0,0
1504,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,71.1,1247.75,0,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
1505,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.7,74.7,1,1-12,0,1,1,0,1,0,0,1,0,0,1,0
1506,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,54.1,3794.5,0,61 - 72,0,1,0,1,1,0,1,0,1,0,0,0
1507,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.65,1008.7,0,49 - 60,0,1,1,0,1,0,1,0,0,1,0,0
1508,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,88.45,2130.55,0,13 - 24,1,0,0,1,0,1,0,1,1,0,0,0
1509,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,76.65,1313.55,1,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
1510,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,80.4,5727.15,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
1511,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,19.25,1372.9,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
1512,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,84.8,1203.9,0,13 - 24,1,0,0,1,0,1,1,0,0,0,1,0
1513,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,25.8,25.8,1,1-12,1,0,1,0,1,0,0,1,0,0,0,1
1514,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.5,1215.1,0,61 - 72,1,0,1,0,0,1,1,0,0,1,0,0
1515,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,68.6,2877.05,0,37 - 48,1,0,1,0,1,0,1,0,0,0,1,0
1516,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,92.6,1579.7,0,13 - 24,1,0,0,1,1,0,1,0,0,0,1,0
1517,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,100.55,5514.95,0,49 - 60,0,1,0,1,1,0,1,0,0,0,1,0
1518,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.55,96.1,0,1-12,1,0,1,0,1,0,1,0,0,1,0,0
1519,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,42.6,72.4,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
1520,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.6,55.25,0,1-12,1,0,0,1,1,0,1,0,0,0,0,1
1521,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,67.45,2443.3,0,37 - 48,0,1,1,0,1,0,1,0,0,0,1,0
1522,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,68.85,1970.5,1,25 - 36,1,0,1,0,1,0,1,0,1,0,0,0
1523,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,43.55,335.4,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
1524,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,109.85,7002.95,0,61 - 72,1,0,1,0,1,0,1,0,0,1,0,0
1525,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.65,158.95,0,1-12,1,0,0,1,0,1,1,0,0,0,0,1
1526,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,95.4,293.15,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
1527,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,21,1493.75,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
1528,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,56.2,1093.4,0,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
1529,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,18.4,1057.85,0,49 - 60,1,0,0,1,1,0,1,0,1,0,0,0
1530,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,90,190.05,1,1-12,0,1,0,1,0,1,1,0,0,1,0,0
1531,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,25.75,882.55,0,25 - 36,1,0,0,1,0,1,1,0,0,0,1,0
1532,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.6,300.4,0,13 - 24,0,1,1,0,1,0,1,0,0,1,0,0
1533,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,75.35,1025.95,1,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
1534,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.8,1436.95,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
1535,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,64.2,475,0,1-12,0,1,0,1,1,0,0,1,0,0,1,0
1536,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,75.75,5388.15,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
1537,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,78.95,5730.15,0,61 - 72,1,0,0,1,0,1,1,0,0,0,1,0
1538,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,100.85,819.55,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
1539,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,50.3,217.1,0,1-12,1,0,0,1,0,1,1,0,0,0,1,0
1540,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,80.3,4896.35,0,61 - 72,0,1,0,1,0,1,1,0,0,1,0,0
1541,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.85,1434.1,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
1542,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,21.1,937.1,0,37 - 48,1,0,1,0,1,0,1,0,0,0,1,0
1543,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,69.95,330.15,1,1-12,1,0,0,1,1,0,1,0,0,0,1,0
1544,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,50,1474.9,0,25 - 36,0,1,0,1,1,0,1,0,0,0,0,1
1545,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,104.75,6536.5,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
1546,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.85,1128.1,0,49 - 60,1,0,1,0,1,0,1,0,1,0,0,0
1547,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,107.5,6873.75,1,61 - 72,1,0,0,1,1,0,1,0,0,0,1,0
1548,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,85.9,2199.05,0,25 - 36,0,1,0,1,0,1,1,0,0,0,1,0
1549,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.85,45.85,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
1550,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,80.8,457.1,0,1-12,0,1,0,1,1,0,0,1,0,0,1,0
1551,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.25,566.5,0,13 - 24,0,1,1,0,1,0,1,0,0,0,0,1
1552,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,80.55,2471.6,0,25 - 36,1,0,0,1,0,1,1,0,1,0,0,0
1553,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,81.5,3107.3,0,37 - 48,1,0,0,1,0,1,1,0,1,0,0,0
1554,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.9,518.3,0,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
1555,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,106.1,5769.75,1,49 - 60,1,0,0,1,1,0,1,0,1,0,0,0
1556,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,91.7,91.7,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
1557,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,67.25,832.3,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
1558,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,95.6,1555.65,1,13 - 24,1,0,1,0,1,0,1,0,0,1,0,0
1559,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.35,45.3,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
1560,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,45.05,1790.6,0,37 - 48,0,1,1,0,0,1,1,0,1,0,0,0
1561,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.95,74.95,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
1562,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,34.65,246.6,0,1-12,1,0,0,1,0,1,1,0,0,0,0,1
1563,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,69.35,261.65,0,1-12,0,1,1,0,1,0,0,1,0,0,1,0
1564,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.35,898.35,1,1-12,0,1,1,0,1,0,0,1,0,0,1,0
1565,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,81.55,4509.5,0,49 - 60,1,0,1,0,1,0,1,0,0,0,1,0
1566,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,75.4,5480.25,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
1567,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,67.8,653.15,0,1-12,1,0,0,1,1,0,1,0,0,1,0,0
1568,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,111.4,1183.05,0,1-12,0,1,1,0,1,0,0,1,0,0,1,0
1569,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,46.3,639.45,0,13 - 24,1,0,0,1,0,1,1,0,0,0,1,0
1570,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.4,478.75,0,13 - 24,1,0,0,1,0,1,1,0,1,0,0,0
1571,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.05,20.05,0,1-12,0,1,1,0,0,1,1,0,0,0,0,1
1572,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,45,127.1,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
1573,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,96.1,4391.45,0,37 - 48,0,1,0,1,0,1,1,0,0,0,1,0
1574,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.65,270.6,0,13 - 24,1,0,1,0,0,1,1,0,0,0,0,1
1575,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,99.5,6710.5,1,61 - 72,0,1,1,0,1,0,1,0,0,0,1,0
1576,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,60.65,3975.9,0,61 - 72,1,0,0,1,1,0,0,1,1,0,0,0
1577,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,98.6,1704.95,1,13 - 24,1,0,0,1,0,1,1,0,1,0,0,0
1578,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,59.5,415.95,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
1579,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,80.45,950.2,1,1-12,0,1,0,1,1,0,0,1,0,0,1,0
1580,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,71.7,1497.05,0,13 - 24,1,0,0,1,1,0,0,1,1,0,0,0
1581,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,36,780.15,0,13 - 24,0,1,1,0,1,0,1,0,0,0,0,1
1582,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,65.2,3512.15,0,49 - 60,1,0,0,1,0,1,1,0,1,0,0,0
1583,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,48.95,273.25,0,1-12,1,0,0,1,0,1,1,0,0,1,0,0
1584,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,53.5,3517.9,0,61 - 72,1,0,1,0,1,0,0,1,1,0,0,0
1585,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,80.45,3375.9,0,37 - 48,0,1,0,1,1,0,1,0,0,1,0,0
1586,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,109.05,7508.55,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
1587,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,26.3,1245.05,0,37 - 48,0,1,0,1,0,1,1,0,1,0,0,0
